"iSpline(gmap, degree = 2, df = 5, intercept = TRUE)1","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)2","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)3","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)4","iSpline(gmap, degree = 2, df = 5, intercept = TRUE)5","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)1","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)2","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)3","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)4","iSpline(RFL_CONC, degree = 2, df = 5, intercept = TRUE)5","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)1","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)2","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)3","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)4","iSpline(Elevation30m, degree = 2, df = 5, intercept = TRUE)5","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)1","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)2","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)3","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)4","iSpline(HeatLoadIndex30m, degree = 2, df = 5, intercept = TRUE)5","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)1","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)2","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)3","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)4","iSpline(tmean13c, degree = 2, df = 5, intercept = TRUE)5","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)1","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)2","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)3","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)4","iSpline(SoilConductivitymSm, degree = 2, df = 5, intercept = TRUE)5","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)1","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)2","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)3","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)4","iSpline(SoilTotalNPercent, degree = 2, df = 5, intercept = TRUE)5"
1,0.99995356540313,0.543061017790281,0.010855656407619,0,1,1,0.999994761326013,0.998618394619617,0.931531485017261,0.997761473635969,0.80061396241769,0.213440773446938,0,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,1,1,0.50222989138645,0.0448291818085465,1.29387007523014e-05,1,0.925271159122845,0.174447466043987,0.00073540274986631,0
0.99890914410747,0.919337254792465,0.266583279013912,0,0,1,1,0.918145718955618,0.440453314699974,0.0719330872467334,0.954286970211742,0.547306829993232,0.0861867773440295,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.978870854378504,0.720460036980737,0.174511453907549,0.919367217288405,0.392852282921151,0.0212713960129294,0,0,0.199732860091169,0.00802695051610261,3.37816627624125e-05,0,0
0.970546890901689,0.701857471501294,0.121937412281474,0,0,1,1,0.918145718955618,0.440453314699974,0.0719330872467334,0.881427279005308,0.383827773228677,0.042793515668597,0,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.995436110326689,0.886678269533398,0.397542368180637,0.839344351413745,0.27488704724112,0.0110348177324396,0,0,0.347886151910315,0.0267358375507801,0.000215846207653265,0,0
0.895786688377773,0.483724459565829,0.0547962581258919,0,0,1,1,0.918145718955618,0.440453314699974,0.0719330872467334,0.826128516985926,0.304898477057374,0.0280410702130574,0,0,1,0.997396917950854,0.711734693877551,0,0,1,1,0.996794639488419,0.908791161068049,0.447181294512886,0.999996314866499,0.811243754637116,0.110793804018743,0,0,0.825469082129467,0.244764782177977,0.00790863441617018,0,0
0.922434739466721,0.544674587737635,0.0696686221658475,0,0,1,1,0.918145718955618,0.440453314699974,0.0719330872467334,0.834152058741683,0.314973095676717,0.0297343819308029,0,0,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,1,1,0.997852645761872,0.928888779568884,0.500788257373237,1,0.945283226010048,0.214510165409995,0.00113199444500891,0,0.865776886053486,0.290171026777647,0.010704511791279,0,0
0.922434739466721,0.544674587737635,0.0696686221658475,0,0,1,1,0.918145718955618,0.440453314699974,0.0719330872467334,0.834152058741683,0.314973095676717,0.0297343819308029,0,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,1,0.997852645761872,0.928888779568884,0.500788257373237,1,0.859929313858266,0.13619934501131,1.4265347491209e-05,0,0.809686221928158,0.229414273080254,0.00706091192047931,0,0
0.900595756793202,0.493892576933537,0.0571112931545784,0,0,1,1,0.918145718955618,0.440453314699974,0.0719330872467334,0.747243428276166,0.22295212085929,0.0161634996277808,0,0,0.999920433339922,0.986298765366822,0.623791295914828,0,0,1,1,0.997852645761872,0.928888779568884,0.500788257373237,1,0.981805308035494,0.289571276654815,0.00499844863559691,0,0.966463712947706,0.486589011167588,0.0286476426512716,0,0
0.999863643013434,0.954371687919823,0.315153797368004,0,0,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,0.926647968103437,0.472472534862898,0.0638783674120165,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.91345506064321,0.419710423296782,0.0254427115635608,1,1,0.547351549992723,0.0629588782044922,0.000156784439194338,0.952883406208563,0.445794443083545,0.0240137292990076,0,0
1,0.999986241600927,0.551595981269539,0.01256677924887,0,1,1,0.589273542600897,0.020736,0,1,0.994078125722033,0.621954353324595,0.0331352674400499,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,0.986055942773097,0.3045142165308,0.00620498655755346,0,1,0.999932267278212,0.407278660203179,0.0241322202243111,0
0.900595756793202,0.493892576933537,0.0571112931545784,0,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,0.759250168224182,0.233753379414105,0.017542596650525,0,0,1,1,0.82414151925078,0.0260145681581686,0,1,1,0.997852645761872,0.928888779568884,0.500788257373237,1,1,0.466860738024574,0.0336357698211568,6.68693606788306e-10,0.896342630497505,0.332666322279063,0.0137330776868454,0,0
0.999974557296967,0.966299622690783,0.337656572062787,0,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,0.828831133775957,0.308248063475951,0.0285981614400535,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.995436110326689,0.886678269533398,0.397542368180637,1,1,0.626535949791802,0.106964094090937,0.00142996015771744,0.762636918236076,0.189723369598586,0.00508798756647385,0,0
1,0.998280200115915,0.481713673589971,0.00298123464094238,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,0.927409401771424,0.474257890804376,0.0643586538850951,0,0,0.999998756770937,0.995524998279661,0.68902149829755,0,0,1,1,0.993739512408445,0.862707103433557,0.351719877587669,1,1,0.667982636216422,0.137405437979236,0.00316239984560782,0.807133058726986,0.227038352349006,0.00693398275747793,0,0
1,1,0.638869789428449,0.0431623503281391,0.000192023213472918,1,1,0.82182104689661,0.217590005065945,0.0143472514842336,0.910280502031268,0.436822589315512,0.0547677152598776,0,0,0.99999005416749,0.993042135341823,0.666796739507458,0,0,1,1,0.996794639488419,0.908791161068049,0.447181294512886,1,0.927988966383487,0.192603523552454,0.000579771569945892,0,0.999485332833544,0.725488147577973,0.0716956428355498,0,0
1,0.999785025014489,0.525770208134634,0.00791377352115428,0,1,1,0.82182104689661,0.217590005065945,0.0143472514842336,0.94908388876628,0.531331171558337,0.0810284484624861,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.993739512408445,0.862707103433557,0.351719877587669,1,1,0.737105353127776,0.20257199244389,0.00934787341350834,0.888842489715612,0.321419341151923,0.0128910312081201,0,0
1,0.99995356540313,0.543061017790281,0.010855656407619,0,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,0.947265625,0.525994752373829,0.07935589621605,0,0,1,0.997396917950854,0.711734693877551,0,0,1,1,0.876774718678586,0.322664049028111,0.00872680742947465,1,0.978247321403341,0.278855186290592,0.00423140867767542,0,1,0.99930945849678,0.377707670930218,0.0184211926606042,0
1,0.999986241600927,0.551595981269539,0.01256677924887,0,1,1,0.589273542600897,0.020736,0,1,0.992485208091942,0.605326173383453,0.0279946808280564,0,1,0.998667221990837,0.734872263161248,0.000208116545265349,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,0.986055942773097,0.3045142165308,0.00620498655755346,0,1,0.999932267278212,0.407278660203179,0.0241322202243111,0
1,0.996221599654664,0.455104350294565,0.00135695705095238,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,0.993560315443923,0.745076788702052,0.175282240178573,0,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,1,0.963488882613509,0.622837570338718,0.104213420816372,1,0.974658260882495,0.269245271638626,0.0036096729250835,0,1,0.999995231121393,0.421884379833135,0.0274011296464732,0
1,0.999119462459348,0.499429313620816,0.00457973004696428,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,1,0.95606212176187,0.429332649406188,0.00170005882556491,0,0.990054167490306,0.859607228537036,0.34422140344171,0,0,1,1,0.775017012865168,0.158753151751233,2.54430016115755e-05,0.892795417028757,0.346425614347856,0.0167940301465858,0,0,0.999670617422172,0.735039806185922,0.0743171773567105,0,0
1,0.979075194810332,0.369292203254467,0,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,1,0.99567105003761,0.641705558005562,0.0400904605263159,0,1,1,0.893460337789162,0.132782050255836,0.00364132908511607,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.854085090801762,0.373469708131956,0.0433568337828836,1,0.999999999335346,0.431506743320452,0.0297375183049528,0
1,0.979075194810332,0.369292203254467,0,0,1,1,0.679587066761661,0.0631875524499956,0.000501308933645594,1,0.99675653918209,0.657959925652188,0.046579925992249,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.892205808357455,0.456166249228714,0.0707448489602891,1,1,0.439018895815558,0.0316700646088812,6.98663011649081e-08
1,1,0.646189771329436,0.0469783834859351,0.000263406328495086,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.995428360163353,0.6384310925594,0.0388695164625074,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,0.912548838786941,0.305860822756611,0.000462959509610612,0,1,1,0.605656064986394,0.093684928895902,0.000896498728628826,1,1,0.484206183095304,0.0454289636423314,3.15849172096422e-05
1,1,0.646189771329436,0.0469783834859351,0.000263406328495086,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999674630704379,0.739712099102832,0.0928530831516663,0,0.999920433339922,0.986298765366822,0.623791295914828,0,0,1,0.912548838786941,0.305860822756611,0.000462959509610612,0,0.98992574640282,0.62713493215207,0.0559481840934144,0,0,1,0.937012593378558,0.187388431030774,0.00107524242604802,0
1,1,0.660531647123826,0.0550923197700284,0.000455166135639508,1,1,0.818501026780101,0.212207916149882,0.0135353412084311,0.983823579409675,0.671530869918137,0.13553866104043,0,0,1,1,0.9416473225006,0.305752760007142,0.0291306326809285,1,1,0.830966835028028,0.234268798985754,0.0016283288993217,1,0.927504739382202,0.192055624421971,0.000568732501565186,0,1,1,0.500303462600226,0.0512665201546354,7.29868677742022e-05
1,0.999986241600927,0.551595981269539,0.01256677924887,0,1,1,0.589273542600897,0.020736,0,1,0.993471203814514,0.615319529995419,0.031009609977854,0,1,0.998667221990837,0.734872263161248,0.000208116545265349,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.782159313974949,0.257332655699782,0.0172935192717556,0.999030386298635,0.708864990600995,0.0673804282473013,0,0
1,1,0.688042146142705,0.0731754952116844,0.00107891232151587,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.816715250342434,0.170582546047773,1.60222269827358e-05,0.991472691852001,0.870727881573605,0.358562155351214,0,0,1,0.896190789806752,0.281545720524126,0.000137173839608101,0,1,0.922735090435338,0.186817697666599,0.000469606614725433,0,1,0.975427311594544,0.250580249146157,0.00397558163060068,0
1,1,0.783241132961803,0.167221008602124,0.00863129857212697,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999999996657256,0.800874210399597,0.150405977499222,0,1,1,0.950842471784199,0.355391326835335,0.0414770141101502,1,0.877910187231682,0.258273789531653,1.71464856110387e-05,0,1,0.922735090435338,0.186817697666599,0.000469606614725433,0,1,0.975427311594544,0.250580249146157,0.00397558163060068,0
1,1,0.738522929584382,0.11618564158459,0.00364132908511607,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999816576970604,0.751231769547986,0.101761176857331,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,0.877910187231682,0.258273789531653,1.71464856110387e-05,0,1,0.997249619026044,0.372670896631562,0.0140561968639384,0,1,0.947349356073287,0.200516586917497,0.00150119444986639,0
1,1,0.908554852968261,0.416371191108877,0.0658639622212107,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.802123943268357,0.15190006574622,0,1,1,0.972544624989995,0.511233983338362,0.0983158852981338,1,0.857600579807491,0.236174389534404,0,0,1,0.922386712753704,0.186445974516058,0.000463006064265773,0,1,0.851880038419403,0.119850467014564,3.89845043654486e-05,0
1,1,0.93731648033324,0.514492136256798,0.106738566058093,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.855141406017448,0.232300243626863,0.000962659532423943,1,1,0.907338109341231,0.171134296744639,0.00711197086936732,0.999972173213476,0.835200695912684,0.215347961182939,0,0,1,1,0.665112205514049,0.135108910160868,0.00300656336660739,1,0.999994771760149,0.421566774174834,0.0273265728686756,0
1,1,0.93731648033324,0.514492136256798,0.106738566058093,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.882577218688775,0.290306678420295,0.00407023906942906,1,1,0.907338109341231,0.171134296744639,0.00711197086936732,0.999972173213476,0.835200695912684,0.215347961182939,0,0,1,0.976670056008156,0.274501818211313,0.00394218672344912,0,1,0.889626293759048,0.143682030024102,0.000212978835554024,0
1,1,0.919854002814896,0.451883911794801,0.0792228775771675,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.880807055582661,0.286136889841213,0.00375728640442831,1,0.997396917950854,0.711734693877551,0,0,0.999972173213476,0.835200695912684,0.215347961182939,0,0,1,0.951426563213194,0.223647825056758,0.00143057528240186,0,0.999934829449877,0.759056999608567,0.0814348634923631,0,0
1,1,0.864596648954191,0.304556604322769,0.0329257910618857,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,1,0.900905902079968,0.337584816035708,0.00872684714024018,0.999093686012554,0.959714583023636,0.524453694068679,0,0,0.999777385707808,0.810833488901208,0.195783347031103,0,0,1,0.875297059105205,0.146216730996886,4.49232439848289e-05,0,0.999728415390762,0.738702596854004,0.0753522052848364,0,0
0.999974557296967,0.966299622690783,0.337656572062787,0,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999999909745921,0.798359147847049,0.147447257041766,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,0.999777385707808,0.810833488901208,0.195783347031103,0,0,1,1,0.739102547676325,0.204769468679615,0.00961719769616462,1,0.813255182548055,0.101200895141072,1.60789821322273e-06,0
1,1,0.755948799803548,0.134454336797398,0.00518462676376878,1,1,0.977727630862076,0.718245479605206,0.240056573524358,0.9985428022454,0.816963416457341,0.226549620524171,0,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.775017012865168,0.158753151751233,2.54430016115755e-05,1,0.956169770849577,0.231342406361081,0.00171550351239773,0,1,0.990650755082588,0.300453721605358,0.00802817599615366,0
0.999602457765113,0.940546236084952,0.293673695893452,0,0,1,1,0.589273542600897,0.020736,0,1,0.990428762228558,0.586897009243648,0.0229869978199938,0,1,1,0.878261826622909,0.0985675054953851,0.00153618570778334,1,0.987023869271404,0.522475177869172,0.0228223862607445,0,1,1,0.912653931222762,0.509683162592759,0.0931404391589759,0.999619094979086,0.732102344095581,0.0734992421551283,0,0
1,1,1,1,1,1,1,0.984357403294078,0.76981572958337,0.292161989415882,0.998946756456979,0.827512622163564,0.235580456656228,0,0,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,1,1,0.775017012865168,0.158753151751233,2.54430016115755e-05,0.909143495502485,0.373824741356569,0.0193612136390531,0,0,0.999676015992885,0.735363889262199,0.074408073336708,0,0
1,1,0.82254600355159,0.224961788254493,0.0168580050236855,1,1,0.984357403294078,0.76981572958337,0.292161989415882,0.995206986491755,0.763190155044153,0.186793569134791,0,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,1,0.833381548193686,0.121321577143428,2.8056812476739e-07,0,0.98509259024511,0.566175171171958,0.0394679825802088,0,0
1,0.979075194810332,0.369292203254467,0,0,1,1,0.589273542600897,0.020736,0,1,0.99517676522002,0.635149337886785,0.0376736165178727,0,1,1,0.861682542223645,0.0690171111206891,0.000455166135639508,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.782159313974949,0.257332655699782,0.0172935192717556,0.999030386298635,0.708864990600995,0.0673804282473013,0,0
1,0.998280200115915,0.481713673589971,0.00298123464094238,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.999674630704379,0.739712099102832,0.0928530831516663,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,0.912548838786941,0.305860822756611,0.000462959509610612,0,1,1,0.937196608216929,0.586180990546944,0.132822896357015,0.999996893710162,0.779347264839336,0.0881404883157984,0,0
0.98926635965805,0.80742983467897,0.174852163087457,0,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.993471203814514,0.615319529995419,0.031009609977854,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,0.951156939215708,0.383777797695086,0.00370369366941872,0,1,1,0.736484612426522,0.201893005255952,0.00926547563502071,0.999862942570837,0.749774249291683,0.0785881804847799,0,0
0.996318361362711,0.875270256007595,0.223278514760202,0,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.99177559709959,0.598639394959138,0.0260974049707603,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,0.96089354208296,0.410977551361289,0.00588134034592104,0,1,1,0.632431090094717,0.110951963514518,0.00161623372820675,0.979568282993273,0.537996310321382,0.0353383263819455,0,0
1,0.981687570834258,0.377496613784257,1.35695705095238e-06,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.996657256353031,0.656343843890597,0.0459015882902524,0,0.9983452621162,0.945480332052264,0.487877565177996,0,0,1,0.96089354208296,0.410977551361289,0.00588134034592104,0,1,1,0.52563795475044,0.05366648153752,5.94561554269024e-05,1,1,0.461026071443587,0.0379027049131374,5.19165159933203e-06
1,0.981687570834258,0.377496613784257,1.35695705095238e-06,0,0.97667638483965,0.725114659419059,0.135302304004948,0,0,1,0.997722013801413,0.675585393358787,0.0544876985362816,0,1,0.997396917950854,0.711734693877551,0,0,1,0.939925244606286,0.357106022754309,0.00214334735241074,0,1,0.944824008672502,0.213860315351642,0.00111235389133034,0,1,1,0.441308270355861,0.0322784385650237,1.6413846709188e-07
1,0.988203892595058,0.402730272309239,8.68452512609523e-05,0,0.878787617191816,0.445772599008117,0.0478439104495981,0,0,1,0.999959328838047,0.772116688276906,0.119965445387384,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,0.912548838786941,0.305860822756611,0.000462959509610612,0,1,1,0.755314084913178,0.223357887034606,0.0120588228799188,0.999992189720943,0.775282474384436,0.0867392709961973,0,0
1,1,0.872117288877065,0.321258526401936,0.037037037037037,1,1,0.977727630862076,0.718245479605206,0.240056573524358,0.995329878211392,0.764676803102385,0.187774969423022,0,0,1,1,0.907338109341231,0.171134296744639,0.00711197086936732,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,1,0.88912499174444,0.156327776947071,0.000100780318006932,0,0.984319778898847,0.561877086635138,0.0388148895055842,0,0
1,0.979075194810332,0.369292203254467,0,0,1,1,0.589273542600897,0.020736,0,1,0.996555967877784,0.654725601132887,0.0452298684643068,0,1,1,0.82414151925078,0.0260145681581686,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.614608659851024,0.0992204644764768,0.00110274470698617,0.997813413989456,0.680716508334424,0.0607003924062148,0,0
0.999974557296967,0.966299622690783,0.337656572062787,0,0,1,1,0.649410041490298,0.0453362312865752,0.000135811559267715,1,0.998156918120858,0.685072847726822,0.0591556368732483,0,1,1,0.82414151925078,0.0260145681581686,0,1,0.857600579807491,0.236174389534404,0,0,1,1,0.566364466335156,0.0720155216528134,0.000305615215301865,1,0.999851233727363,0.399746016058199,0.0225677349829029,0
0.999796458375738,0.949968992127107,0.307881307659332,0,0,1,1,0.649410041490298,0.0453362312865752,0.000135811559267715,1,0.995303685853552,0.636791110981421,0.0382684521955778,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,0.927091444914115,0.331090638995514,0.00109739071686481,0,1,0.998175621452853,0.384805446676394,0.0159255925720287,0,1,0.939615138877256,0.190521281565355,0.00116925116277592,0
0.997681533686139,0.895178864305688,0.2412122920447,0,0,1,1,0.649410041490298,0.0453362312865752,0.000135811559267715,1,0.981147754831521,0.526066276296929,0.0108155559015883,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,0.982200072475936,0.494453713114639,0.0171467788192859,0,1,1,0.715650083320094,0.180162717723525,0.00683091977084325,1,0.997814794188866,0.351650960695851,0.0142586809093519,0
1,0.992955699674786,0.428688033840164,0.000465436268476666,0,1,1,0.589273542600897,0.020736,0,1,0.980178395944081,0.520991311507015,0.0100612640143258,0,0.999731462522238,0.97727717942706,0.582675890335322,0,0,1,0.993894604973146,0.578038049559321,0.0376714069960415,0,1,0.99177837925619,0.330760554640124,0.00874241134464412,0,1,0.999992004679544,0.419964959410629,0.0269529768562172,0
1,0.9970281858003,0.463965793007365,0.00180610983481762,0,1,1,0.589273542600897,0.020736,0,1,0.972854912597683,0.487274930236403,0.00590811425135821,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,0.993894604973146,0.578038049559321,0.0376714069960415,0,1,1,0.945464491356476,0.616041913613507,0.151190913180778,1,1,0.432291408764461,0.0299348425412062,3.61534904321878e-12
0.995766970282923,0.868313324324557,0.21750436023466,0,0,1,1,0.638945350152969,0.0400578216438117,7.43851440316786e-05,0.927409401771424,0.474257890804376,0.0643586538850951,0,0,1,0.999979175343607,0.803138206375162,0.0133194588969823,0,1,1,0.974357024554381,0.688628611027442,0.148381705888367,1,0.999852584894635,0.431198701070878,0.0247184160174319,0,1,0.967694568377703,0.233715204907521,0.00298077505255754,0
0.99127315285976,0.823469052144553,0.184937371174885,0,0,1,1,0.638945350152969,0.0400578216438117,7.43851440316786e-05,0.888642706602288,0.396116730213494,0.0454128211756405,0,0,1,1,0.893460337789162,0.132782050255836,0.00364132908511607,1,1,0.969242183211069,0.656035364724583,0.12499979044127,1,1,0.749549265388897,0.216591247473941,0.011135997157137,1,0.999587254560256,0.386416827378014,0.0199864473909401,0
0.998658294957256,0.913564701013207,0.260081537856233,0,0,1,1,0.638945350152969,0.0400578216438117,7.43851440316786e-05,0.887630373740677,0.394357794630813,0.0450322687960819,0,0,1,0.999833402748855,0.780984943405042,0.00561914672216441,0,1,1,0.942021592940632,0.521177558550623,0.055897539269344,1,1,0.582759817048552,0.0805555852790017,0.00049799488774628,1,0.955515912001522,0.212410881812496,0.00196238619368675,0
0.999914130877264,0.958563548483215,0.322539917434479,0,0,1,1,0.638945350152969,0.0400578216438117,7.43851440316786e-05,0.990045491277498,0.713841599084833,0.15716473822134,0,0,1,1,0.82414151925078,0.0260145681581686,0,1,1,0.862569888297633,0.292029336274875,0.00549563613942459,1,0.949396235581,0.22053206501418,0.00132400537673896,0,1,0.863541246543756,0.126506448885378,7.07485660179275e-05,0
0.999914130877264,0.958563548483215,0.322539917434479,0,0,1,0.995220533590963,0.461286628266584,0.0015,0,0.994825414473136,0.75870877598954,0.183869897180422,0,0,1,1,0.843662450972545,0.0446573157891496,5.68957669549386e-05,1,1,0.830966835028028,0.234268798985754,0.0016283288993217,1,1,0.957644231021939,0.66522944576921,0.185667073625236,1,0.994013950187312,0.318844183442078,0.00999825721814894,0
1,1,0.919854002814896,0.451883911794801,0.0792228775771675,1,1,0.977727630862076,0.718245479605206,0.240056573524358,0.995450651161218,0.766159842613709,0.188759801177304,0,0,1,0.999437734277385,0.758092654335408,0.00166493236212279,0,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,0.99998549346624,0.804355928196987,0.107802157986826,0,0,1,0.845093181671301,0.116219793174936,2.63293355013544e-05,0
1,0.979075194810332,0.369292203254467,0,0,1,1,0.589273542600897,0.020736,0,1,0.996853836421422,0.659573815627707,0.0472649140108655,0,1,1,0.82414151925078,0.0260145681581686,0,1,0.969241666797659,0.438575849369357,0.00877912573491846,0,1,1,0.614608659851024,0.0992204644764768,0.00110274470698617,0.997813413989456,0.680716508334424,0.0607003924062148,0,0
0.999996819662121,0.973146932287319,0.353238318388152,0,0,1,0.995220533590963,0.461286628266584,0.0015,0,0.994693863433408,0.757207910145203,0.182902162870418,0,0,1,0.997396917950854,0.711734693877551,0,0,1,1,0.830966835028028,0.234268798985754,0.0016283288993217,1,1,0.987244549873542,0.832146963530328,0.361099492042612,1,0.989257687774649,0.294164509989362,0.00741718987015091,0
0.999999602457765,0.976227837086922,0.361205803075947,0,0,1,0.995220533590963,0.461286628266584,0.0015,0,1,0.947769630516115,0.406776878543667,0.000851370289629408,0,1,1,0.919955174897943,0.213097796304392,0.0122894856622667,1,1,0.775017012865168,0.158753151751233,2.54430016115755e-05,1,1,0.784766363886516,0.26086331394593,0.0178961299802813,1,0.955640068548237,0.212604303801248,0.0019705014029918,0
0.972600991629351,0.711176306943177,0.125870578839502,0,0,0.997924838927658,0.894156530767625,0.246552503210964,0,0,1,0.959328838047333,0.439125921005629,0.00219094951382402,0,1,1,0.878261826622909,0.0985675054953851,0.00153618570778334,1,0.999982199869556,0.731609341778358,0.117609685355643,0,1,1,0.881219084560871,0.430328115474682,0.0613042217101638,1,0.939479186495686,0.190354958152692,0.00116414193323875,0
0.98815681928048,0.799222673567783,0.169950055493896,0,0,0.997924838927658,0.894156530767625,0.246552503210964,0,0,1,0.94124793766088,0.390955586904564,0.000460569569881317,0,0.999998756770937,0.995524998279661,0.68902149829755,0,0,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,1,1,0.661568489158589,0.13231412118453,0.00282249782600616,0.999999997634824,0.789403962320049,0.0917463124945646,0,0
0.99030434243334,0.815513222640497,0.179847641362625,0,0,0.997924838927658,0.894156530767625,0.246552503210964,0,0,1,0.936373672556385,0.380043391857267,0.000273868689228006,0,1,1,0.919955174897943,0.213097796304392,0.0122894856622667,1,1,0.79485619643505,0.182232602119034,0.000203538211965375,1,1,0.973582411822764,0.743101445552946,0.253665093632278,1,0.877031681768798,0.134951977714889,0.000129017543815563,0
0.99378840257989,0.846533336833781,0.200780878389091,0,0,0.997924838927658,0.894156530767625,0.246552503210964,0,0,0.999987422491102,0.890493441064692,0.302887711028575,0,0,1,1,0.907338109341231,0.171134296744639,0.00711197086936732,1,1,0.813493745573845,0.207456839628757,0.000686947991384942,1,1,0.9239059041409,0.542798901813445,0.109116787873382,0.999935312342926,0.759137858260774,0.0814602295529002,0,0
